rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id
187	C5H8O5	[M - H]-	C5H8O5	67.83871044842488	65.15720069261137	2.681509755813508	8	0.9566126820462083	-1.2442333256174356	3.1392106444768966	2.3335069747976256		147.03024	66.44	32_LimoneneNegative_32
188	C18H28O6	[M - H]-	C18H28O6	67.06294500787484	63.23510161059725	3.8278433972775967	25	0.8837188055310655	0.5155139748059029	2.0108344432224023	-0.0948280795314582		339.18128	706.48	387_LimoneneNegative_390
189	C8H12O5	[M - H]-	C8H12O5	66.78146718609975	61.54457700173445	5.236890184365292	17	0.9032938722934429	1.0689970980787546	2.920300722400659	1.191951234810106		187.06142	89.51	69_LimoneneNegative_70
190	C9H12O4	[M - H]-	C9H12O4	66.52174170025245	63.292337208054796	3.2294044921976495	19	0.9520339642839764	0.7937794900209297	2.7933817688581106	1.6255730047410886		183.06658	215.11	189_LimoneneNegative_192
191	C20H32O11	[M - H]-	C20H32O11	66.47092901410609	62.639429156575446	3.8314998575306483	24	0.9667350214807322	1.257555004767026	2.5869855386162586	-0.05678139203766664		447.18716	253.48	233_LimoneneNegative_236
192	C4H9N6O4	[M - H]-	C4H9N6O4	66.19334307564804	66.19334307564804	0.0	17	0.2180445136782051	-4.778638260836521	4.778638260836521	-8.092321603582521		204.05960	66.44	36_LimoneneNegative_36
193	C7H12O3	[M - H]-	C7H12O3	66.15893953261538	61.03290372479853	5.126035807816846	9	0.6621225590646095	1.2817984919616592	1.9019459616434138	1.9724948343528395		143.07165	89.51	68_LimoneneNegative_69
194	C21H36O11	[M - H]-	C21H36O11	66.12322113951485	62.320659606746915	3.8025615327679425	12	0.79536992765267	1.7126050482657624	2.6544626009741044	0.11761206830933746		463.21854	669.91	377_LimoneneNegative_380
195	C18H26O9	[M - H]-	C18H26O9	65.9131431335887	62.11311020083709	3.8000329327516145	12	0.8176513993782331	1.5278331888023038	2.628386928517612	0.5557308736893382		385.15062	472.34	321_LimoneneNegative_324
196	C18H26O8	[M - H]-	C18H26O8	65.85620454007844	62.09028737197587	3.7659171681025714	28	0.947320339252771	1.469362360469042	2.080343619491008	0.1859922970207711		369.15556	734.43	398_LimoneneNegative_401
197	C21H36O10	[M - H2O - H]-	C21H34O9	65.80738379558566	62.18413565171178	3.62324814387389	12	0.8736919907912274	0.8310495331585229	2.3654990135362186	-41961.92137415939		429.21297	592.44	352_LimoneneNegative_355
198	C9H17NO3	[M - H]-	C9H17NO3	65.15709225865395	62.02282734286093	3.134264915793015	17	0.9235924854986882	1.794858357006445	2.669830920678434	1.8432157519586743		186.11391	465.86	319_LimoneneNegative_322
199	C21H36O9	[M - H]-	C21H36O9	64.34910047148533	60.68130721663216	3.667793254853168	17	0.9077145544608884	1.8046953520441957	2.154199956349261	-0.08413149726930214		431.22862	622.44	364_LimoneneNegative_367
200	C11H18O7	[M - H2O - H]-	C11H16O6	64.0904030858394	60.689784898613155	3.4006181872262395	13	0.9204866706244875	1.990452992031308	2.6373726415530996	-74090.64096931632		243.08747	279.73	245_LimoneneNegative_248
201	C7H8O5	[M - H]-	C7H8O5	64.04671054906706	61.45523750036432	2.591473048702737	16	0.9363530816283832	1.176299396917457	2.9414675314847725	-105304.24640032656		171.03025	58.01	16_LimoneneNegative_16
202	C8H14O4	[M - H]-	C8H14O4	63.89591937961084	60.86818047056446	3.02773890904638	15	0.9252127420230013	1.2995803502685574	2.628086910200688	1.430095752928063		173.08218	165.63	150_LimoneneNegative_151
203	C7H12O3	[M - H]-	C7H12O3	63.84366140187817	60.9290724010162	2.914589000861975	11	0.9841943468540401	-3.163596257659778	3.2855277619674106	2.811233065394967		143.07177	273.09	244_LimoneneNegative_247
204	C13H16O8	[M - H]-	C13H16O8	63.73846460814136	61.959169463898576	1.7792951442427878	18	0.9045874405531674	1.5611259017150785	3.377078008957006	-8.028157465484568		299.07484	176.24	164_LimoneneNegative_166
205	C10H18O7	[M - H]-	C10H18O7	63.70775893140447	60.26308625735976	3.4446726740447082	20	0.9507294679914476	1.3279714268153002	2.563494677896742	-0.06609411593105448		249.09796	70.67	42_LimoneneNegative_42
206	C17H24O8	[M - H]-	C17H24O8	63.590808040747916	59.848288197259045	3.7425198434888727	13	0.8985249162987047	1.8518542983564659	1.9032825537339628	0.22167063207773682		355.13992	680.69	379_LimoneneNegative_382
207	C14H20O8	[M - H]-	C14H20O8	63.299357554494414	59.65450167606677	3.6448558784276406	19	0.9464052287581701	1.131780104643054	2.4046460479339906	0.7897338900692769		315.10879	247.12	224_LimoneneNegative_227
208	C8H10O4	[M - H]-	C8H10O4	63.12426007794443	60.214644337033484	2.9096157409109455	8	0.8469392887681705	1.7342272279033453	3.461233474845517	2.4114142718676206		169.05104	210.85	183_LimoneneNegative_186
209	C8H14O4	[M - H]-	C8H14O4	62.86957811168708	59.76448321919341	3.1050948924936783	8	0.9092950338828764	3.126402565262997	3.378081054339474	1.892303061691602		173.08226	506.95	325_LimoneneNegative_328
210	C19H28O10	[M - H]-	C19H28O10	62.75552661535694	58.86411640589445	3.8914102094624914	24	0.9400233296610719	2.216699533454756	2.813828655965363	0.45610261463957974		415.16116	609.47	361_LimoneneNegative_364
211	C11H16O6	[M - H]-	C11H16O6	62.09622755530695	58.62302791409242	3.473199641214533	20	0.9534309240622141	2.182561619548083	2.9989947905499754	0.15722774065416634		243.08745	298.95	259_LimoneneNegative_262
212	C11H18O4	[M - H]-	C11H18O4	61.87647345707441	58.58480756726552	3.291665889808887	14	0.8976560023371603	1.5085497747564085	1.7396911056375393	1.6300983285376796		213.11358	555.71	347_LimoneneNegative_350
213	C16H22O9	[M - H]-	C16H22O9	61.79266443734528	57.982592793444525	3.810071643900752	11	0.9151578936664582	2.2590638881110836	2.9983757334486434	0.6557138310446287		357.11934	401.2	292_LimoneneNegative_295
214	C4H8O4	[M - H]-	C4H8O4	61.76030598098159	59.232181813697885	2.5281241672837087	10	0.9424119487701934	-4.442199213289499	4.442199213289499	2.7530998200314514		119.03531	51.63	3_LimoneneNegative_3
215	C18H26O8	[M - H]-	C18H26O8	61.50360920825522	57.59183509555446	3.91177411270076	11	0.9178598384413148	2.673559174686453	2.877728640097498	-0.030718518403575062		369.15548	513.31	328_LimoneneNegative_331
216	C8H12O4	[M - H]-	C8H12O4	61.09347636012078	58.04371491239966	3.049761447721123	16	0.8500003268251547	1.4546366279543534	2.9021399432986477	2.2072570455497753		171.06666	223.43	207_LimoneneNegative_210
217	C6H8O3	[M - H]-	C6H8O3	60.56587977741873	57.80614070575168	2.7597390716670476	10	0.977082104585877	-1.703278288743769	2.6833805654064466	3.24570633362176		127.04048	174.09	160_LimoneneNegative_162
218	C9H16O3	[M - H]-	C9H16O3	60.54903989664076	60.54903989664076	0.0	15	0.9322272883647233	2.3031738061951863	2.632955575535057	2.4083733067200703		171.10308	335.57	277_LimoneneNegative_280
219	C6H11N6O3	[M - H]-	C6H11N6O3	60.397482875026235	60.397482875026235	0.0	16	0.7246909271987985	0.6398691460995829	3.5548589155484276	-6.477746743287479		214.08060	215.11	191_LimoneneNegative_194
220	C7H10O5	[M - H]-	C7H10O5	60.365372868884606	55.14998578043974	5.215387088444865	8	0.9308148859206536	-1.6855011077978812	3.3814740325597885	0.9999212378309997		173.04572	85.33	59_LimoneneNegative_60
221	C9H12O4	[M - H2O - H]-	C9H10O3	60.18615536751321	57.03150614442941	3.1546492230838004	16	0.8756707611708753	2.8199280660749753	3.027367870070238	-109115.79018613111		165.05606	609.47	360_LimoneneNegative_363
222	C9H16O4	[M - H]-	C9H16O4	60.05189605304102	56.796461920633774	3.255434132407243	15	0.9384443038488998	1.247796984050097	2.762479043916414	1.3226240545934451		187.09783	672.08	378_LimoneneNegative_381
223	C19H32O8	[M - H]-	C19H32O8	59.542793146990014	55.77085904149471	3.7719341054953017	16	0.8361207711573441	2.1852443357858213	3.002699939232169	0.1510013249266394		387.20250	719.41	392_LimoneneNegative_395
224	C7H10O2	[M - H]-	C7H10O2	59.53114369239713	56.61912502704245	2.9120186653546827	14	0.9723712174881083	1.690411763827498	3.0261283955686658	-144010.83463064034		125.06120	204.37	180_LimoneneNegative_183
225	C14H22O4	[M - H]-	C14H22O4	59.512179984449695	55.87611260638488	3.6360673780648134	18	0.9482225922175115	1.3234596285143698	1.900106113492574	0.8977791621142874		253.14476	801.21	411_LimoneneNegative_414
226	C19H32O7	[M - H]-	C19H32O7	59.31451956806278	55.42555770129594	3.8889618667668344	12	0.9204260543288433	1.5213281331699275	1.629132239448605	0.14301456496966955		371.20758	811.99	412_LimoneneNegative_415
227	C8H16O6	[M - H]-	C8H16O6	59.05334543180222	55.92066841967223	3.132677012129991	18	0.888571130845558	1.3886646599677812	2.010460967577247	0.7640250477348812		207.08757	53.76	7_LimoneneNegative_7
228	C10H16O7	[M - H2O - H]-	C10H14O6	58.8971785433342	55.48452831584342	3.4126502274907815	20	0.9269393363389333	2.048074731974054	2.270027370993041	-78623.60577014305		229.07187	187.11	170_LimoneneNegative_172
229	C21H38O10	[M - H]-	C21H38O10	58.75352953243166	54.851559729943844	3.901969802487819	16	0.8937235466802531	1.7856973225355497	2.6995310959068117	0.28723238631539993		449.23935	811.99	414_LimoneneNegative_417
230	C18H26O8	[M - H]-	C18H26O8	58.417642586338744	54.6049729733278	3.812669613010947	22	0.8164945931897631	1.3296402519475699	2.385319346118275	-0.030718518403575062		369.15548	717.27	389_LimoneneNegative_392
231	C5H6O4	[M - H]-	C5H6O4	58.31477634955629	57.027681475270974	1.2870948742853174	9	0.9450131676683098	-1.8308253806631793	3.439628437543006	3.3156168521673064		129.01976	55.88	11_LimoneneNegative_11
232	C13H16O6	[M - H]-	C13H16O6	58.215039589755854	56.92990183089633	1.2851377588595279	12	0.9425203252032521	-0.4017607152335859	3.4896096585533978	-8.842800858350852		267.08505	409.83	295_LimoneneNegative_298
233	C18H28O6	[M - H]-	C18H28O6	58.126787203570615	54.473777706676664	3.6530094968939504	19	0.8782607045967634	0.5713282989922184	2.634150402050079	-0.0948280795314582		339.18128	719.41	390_LimoneneNegative_393
234	C8H14O3	[M - H]-	C8H14O3	57.9290470781586	54.951017084686605	2.978029993471995	12	0.9327959057383217	-1.0038173956559795	3.4589389011668974	2.178049784226211		157.08736	372.9	285_LimoneneNegative_288
235	C11H16O5	[M - H]-	C11H16O5	57.66564564641585	54.257807455856565	3.407838190559284	10	0.9230092137917545	1.4531721843884875	3.18186955742377	-79307.9386220498		227.09280	262.09	240_LimoneneNegative_243
236	C10H14O6	[M - H2O - H]-	C10H12O5	57.08095144772528	54.186798311773885	2.894153135951398	14	0.9584909602780101	2.5271058061623206	2.9578980154019647	-85332.33322582649		211.06140	93.7	73_LimoneneNegative_74
237	C15H22O7	[M - H]-	C15H22O7	57.0749353588453	53.358728124455936	3.716207234389367	14	0.921399317348786	1.8208813799471892	2.220581100315723	0.6495973823862501		313.12948	320.41	271_LimoneneNegative_274
238	C18H30O7	[M - H2O - H]-	C18H28O6	56.79419648789313	53.16023524741937	3.6339612404737616	12	0.9513727303821677	1.419798957263053	1.9102039029553999	-53099.92953890547		339.18137	872.73	423_LimoneneNegative_426
239	C17H24O8	[M - H]-	C17H24O8	56.39268464498594	52.62712870783741	3.7655559371485365	15	0.9258014540349065	3.2309868917702973	3.608569670942527	0.5314075423965321		355.14003	553.57	344_LimoneneNegative_347
240	C9H14O3	[M - H2O - H]-	C9H12O2	56.38381433853892	53.29438262779234	3.089431710746584	10	0.6068938807126258	2.42147069920091	2.5425625803789558	-119212.03710581604		151.07684	542.94	337_LimoneneNegative_340
241	C16H22O9	[M - H]-	C16H22O9	56.0330414924172	52.25716541345103	3.7758760789661703	11	0.9099837027079285	2.521419677025229	2.569823542585726	0.6557138310446287		357.11934	390.28	288_LimoneneNegative_291
242	C11H18O7	[M - H]-	C11H18O7	55.98492446179819	52.7499807398777	3.23494372192049	14	0.9423166588956237	2.770726972127504	2.8716497999221122	-0.48435446501349194		261.09785	102.1	87_LimoneneNegative_88
243	C7H10O2	[M - H]-	C7H10O2	55.91163995189591	52.98437779204325	2.9272621598526563	12	1.0	1.690411763827498	2.9177089608709603	-144011.10905894637		125.06117	125.47	109_LimoneneNegative_110
244	C18H26O8	[M - H]-	C18H26O8	55.18344063289633	51.58685976920656	3.596580863689763	17	0.8834103091978388	1.875426036786312	2.2130039848489935	0.32143650913684196		369.15561	504.8	324_LimoneneNegative_327
245	C11H20O6	[M - H2O - H]-	C11H18O5	54.69901291059283	51.34065347967267	3.358359430920163	18	0.9383941451277773	2.3067144850989765	2.3067144850989765	-78610.86273086058		229.10831	437.63	310_LimoneneNegative_313
246	C20H32O7	[M - H]-	C20H32O7	54.61223634199272	50.72972732823147	3.88250901376125	19	0.8935230897766975	2.047131627003114	2.8988379798134205	0.3994911859335433		383.20768	844.38	419_LimoneneNegative_422
247	C12H14O6	[M - H]-	C12H14O6	54.42882171821434	53.008323928618566	1.4204977895957713	9	0.9585283849038156	0.1547991872902074	3.4364959966166513	-9.016163898733492		253.06948	221.33	204_LimoneneNegative_207
248	C20H32O11	[M - H2O - H]-	C20H30O10	54.41007506810831	50.537356705552185	3.8727183625561294	19	0.8829220138203356	1.2726250395738736	3.736374179791128	-41965.635473043745		429.17652	721.53	395_LimoneneNegative_398
249	C9H16O2	[M - H]-	C9H16O2	54.4009388909838	51.28217428562649	3.118764605357316	13	0.9639548961090155	-1.2934340183691961	4.196078104951433	2.5575708983273038		155.10815	416.12	299_LimoneneNegative_302
250	C16H26O7	[M - H2O - H]-	C16H24O6	54.40024081126417	50.914185686537635	3.4860551247265343	12	0.8589132626542842	0.1387991620273731	0.9389789331228138	-57882.98599229712		311.15027	468.02	320_LimoneneNegative_323
251	C19H35O9P	[M - H]-	C19H35O9P	54.24679413312004	50.3728371487363	3.8739569843837414	11	0.8435600873063425	2.1758970537047855	2.669007765670627	0.633864003241131		437.19487	811.99	413_LimoneneNegative_416
252	C20H35ClO8	[M - H]-	C20H35ClO8	53.88348062222533	44.04800456588434	9.835476056340983	10	0.8953462401993629	2.2931423523412326	3.0024204618693235	0.13882161091711637		437.19483	844.38	420_LimoneneNegative_423
253	C7H10O2	[M - H]-	C7H10O2	53.85823868515777	50.915306264540504	2.94293242061727	10	0.9999999999999998	1.3629533654148414	2.599930789088198	2.693819123432167		125.06114	102.1	83_LimoneneNegative_84
254	C13H18O6	[M - H]-	C13H18O6	53.40034626131395	49.892968641501895	3.5073776198120505	16	0.8946812748358844	1.2446428610560556	1.9586092552638248	0.6991966486111032		269.10325	452.88	315_LimoneneNegative_318
255	C21H36O7	[M - H]-	C21H36O7	52.92919032023074	48.98827977781814	3.940910542412596	8	0.746931512065647	2.605862374148071	2.605862374148071	-0.042680994458540254		399.23881	877.06	424_LimoneneNegative_427
256	C6H6N6O3	[M - H]-	C6H6N6O3	52.84822985911294	50.952748055103946	1.8954818040089974	7	0.8886772594988218	4.111920870309001	4.111920870309001	2.0971736025925907		209.04330	140.25	127_LimoneneNegative_128
257	C21H34O10	[M - H]-	C21H34O10	52.700189068949996	48.9121427572449	3.7880463117050933	17	0.9142772761262025	2.25859877571364	2.773934885723353	0.20027512650810883		445.20801	944.63	439_LimoneneNegative_442
258	C11H20O8	[M - H2O - H]-	C11H18O7	52.58415100870268	49.24203377574306	3.3421172329596205	19	0.8891964941744516	1.899290598168647	3.0162411253943167	-68980.33177709531		261.09792	114.81	101_LimoneneNegative_102
259	C20H35ClO8	[M - H]-	C20H35ClO8	52.28765535367414	42.978054254413834	9.309601099260304	10	0.898715580670922	1.9525592457598435	3.561643431381103	0.1845677974814655		437.19485	900.94	431_LimoneneNegative_434
260	C10H16O3	[M - H]-	C10H16O3	52.27457423549765	46.8115910020836	5.462983233414051	7	0.9294649806544766	2.985481818673082	3.4160009635303785	1.1036423981763654		183.10287	600.95	357_LimoneneNegative_360
261	C18H28O5	[M - H]-	C18H28O5	52.1063730967835	48.27335892804635	3.8330141687371486	17	0.9656647665336967	1.5515297362716713	1.8223562194040381	0.5336115624524969		323.18657	1023.81	454_LimoneneNegative_457
262	C18H26O8	[M - H]-	C18H26O8	52.01348383827577	48.11400839288649	3.8994754453892795	16	0.9034378889269674	0.31315529350435173	2.856810945997717	0.10472575226297812		369.15553	553.57	345_LimoneneNegative_348
263	C12H20O5	[M - H]-	C12H20O5	51.8354114211622	48.59505445589824	3.240356965263953	7	0.9051017893658323	1.8353399024154828	2.0414812834735563	0.6281244219986339		243.12395	455.04	316_LimoneneNegative_319
264	C6H8O4	[M - H]-	C6H8O4	51.807097692010856	48.96652665522663	2.840571036784225	12	0.9667812064557152	1.5846897802150537	2.719338903991775	-125914.70055230727		143.03530	76.98	48_LimoneneNegative_48
265	C21H36O10	[M - H]-	C21H36O10	51.25680687634133	47.370979790492214	3.8858270858491153	8	0.8646046121692309	1.4397363531111287	2.6758572928823305	0.26630988747000883		447.22369	861.81	421_LimoneneNegative_424
266	C9H16O6	[M - H]-	C9H16O6	50.61320607687709	47.277237125458925	3.335968951418169	12	0.978073875162359	1.3787642405499942	4.022824839428896	0.5396020966681856		219.08753	154.99	138_LimoneneNegative_139
267	C17H24O6	[M - H]-	C17H24O6	50.58144037357476	46.74438551966609	3.8370548539086675	9	0.9395312078337636	1.3544298126392829	1.3544298126392829	0.5507163421335469		323.15019	1008.34	451_LimoneneNegative_454
268	C19H34O8	[M - H]-	C19H34O8	50.30162226795025	47.01603097015804	3.285591297792208	9	0.904408001480949	0.8246306953769765	2.802001117353546	0.09866983986616157		389.21813	695.69	385_LimoneneNegative_388
269	C7H10O3	[M - H]-	C7H10O3	50.09920403638914	47.326385814875124	2.7728182215140134	7	0.9392930554995769	-3.003169945552841	3.003169945552841	3.064539125471675		141.05615	298.95	256_LimoneneNegative_259
270	C12H20O5	[M - H]-	C12H20O5	49.865011375609456	46.493491338780984	3.371520036828471	7	0.8367276710416627	1.4054955463372993	3.1960600317571872	0.4635993660807703		243.12391	375.07	286_LimoneneNegative_289
271	C9H14O2	[M - H]-	C9H14O2	49.55057157734947	46.41285151704691	3.137720060302562	14	0.9615511594392768	0.9999019941924244	2.6782100707738397	-117642.24613919365		153.09252	335.57	276_LimoneneNegative_279
272	C19H30O7	[M - H]-	C19H30O7	49.18295515330173	44.177627035480185	5.0053281178215405	23	0.9355602869528525	1.988682210238356	2.3996010588079466	-48783.600258839506		369.19193	1006.15	450_LimoneneNegative_453
273	C10H20O5	[M - H]-	C10H20O5	49.16739706225133	45.77451379818588	3.39288326406545	9	0.8221380895925172	1.3572110569561926	1.9743418805660373	0.6969210374665791		219.12395	127.62	112_LimoneneNegative_113
274	C18H28O5	[M - H]-	C18H28O5	49.16014943941544	45.38025346809361	3.7798959713218254	15	0.9457714233533792	2.5039275556005385	2.5039275556005385	0.6573790001300375		323.18661	1063.95	457_LimoneneNegative_460
275	C7H12O3	[M - H2O - H]-	C7H10O2	48.990109537573176	46.19936176984314	2.7907477677300374	14	0.9852886933558566	0.8477203589327529	2.9337010883534025	-144011.01758282984		125.06118	184.95	167_LimoneneNegative_169
276	C18H28O10	[M - H]-	C18H28O10	48.45416875847876	42.93654588783162	5.5176228706471395	9	0.9497661365762397	2.0834145251750713	2.3923837382034048	-0.47287315356947535		403.16078	144.45	131_LimoneneNegative_132
277	C20H32O8	[M - H2O - H]-	C20H30O7	48.28382224259067	44.43889891052687	3.8449233320637948	10	0.925704443412293	1.7955097533634048	2.38796515141493	-47247.58033223739		381.19204	938.1	436_LimoneneNegative_439
278	C18H26O9	[M - H]-	C18H26O9	48.16392228112548	44.35194691161832	3.811975369507159	18	0.8954517835706981	1.8882089222178313	2.2700882463353134	0.659586278697502		385.15066	573.0	350_LimoneneNegative_353
279	C6H10O3	[M - H]-	C6H10O3	47.75935792651908	45.045753206777164	2.7136047197419138	9	0.9882259584387244	-1.7389975435911142	3.511677101075623	3.426973889247716		129.05616	161.39	146_LimoneneNegative_147
280	C15H24O7	[M - H2O - H]-	C15H22O6	47.50996999453059	43.822525673122634	3.6874443214079564	19	0.9242162341352531	1.6710255742844198	2.639568734147093	-60613.8246293317		297.13447	426.87	307_LimoneneNegative_310
281	C20H32O8	[M - H]-	C20H32O8	47.333339812390456	40.875852098272496	6.457487714117959	11	0.9466632900638015	2.0067808946735592	3.382869564165489	-0.2793869200457525		399.20233	416.12	303_LimoneneNegative_306
282	C17H26O7	[M - H]-	C17H26O7	47.315562005996206	43.432641140549016	3.8829208654471867	13	0.9614780240245833	1.8789463280710526	1.911066360025621	-52792.158799811514		341.16054	687.1	383_LimoneneNegative_386
283	C8H14O	[M - H]-	C8H14O	47.15291078211888	42.42906588998854	4.723844892130337	8	0.45459199482668033	1.210628477596227	2.9454894100531233	3.0486930365243032		125.09757	542.94	336_LimoneneNegative_339
284	C20H32O9	[M - H2O - H]-	C20H30O8	47.05468811537304	43.206455598343354	3.848232517029688	22	0.957703708104754	1.6805950270474108	1.9941869752107475	-45345.382858319834		397.18677	723.68	396_LimoneneNegative_399
285	C6H10O4	[M - H]-	C6H10O4	46.91723082827277	44.16938953212632	2.7478412961464516	5	0.9394232365550446	1.9680399620180244	2.188698693172014	2.8104044654217164		145.05104	182.79	166_LimoneneNegative_168
286	C19H30O8	[M - H2O - H]-	C19H28O7	46.55554392348234	42.85633969994207	3.6992042235402693	10	0.9623407419315945	1.654764167193168	3.2129582102695027	-49051.34527448909		367.17630	822.77	415_LimoneneNegative_418
287	C17H24O9	[M - H]-	C17H24O9	45.89721952428414	42.05205743580931	3.845162088474829	9	0.8971864279037444	2.706320104763761	3.941612264744339	0.2805020540333826		371.13486	392.47	289_LimoneneNegative_292
288	C6H10O3	[M - H]-	C6H10O3	45.84288954327949	43.10740283920833	2.7354867040711572	9	0.9669310409070343	-3.2701567135742264	4.394525715431696	3.117032269015054		129.05612	68.55	37_LimoneneNegative_37
289	C5H8O3	[M - H]-	C5H8O3	45.77379700857578	43.11320258614412	2.6605944224316542	6	0.846164904531019	-5.315800377932709	5.315800377932709	2.888864177725097		115.04040	97.88	75_LimoneneNegative_76
290	C7H10O2	[M - H]-	C7H10O2	45.507339852564456	42.71214003842889	2.795199814135562	9	0.965637684943724	0.994293629599429	2.6420693468642726	2.6138584429971505		125.06113	87.42	63_LimoneneNegative_64
291	C12H20O6	[M - H2O - H]-	C12H18O5	45.3670365707306	41.9098030072228	3.457233563507797	9	0.9099489208677853	1.3073257816080974	2.393458510742494	-74697.85236422226		241.10843	355.4	281_LimoneneNegative_284
292	C19H28O7	[M - H]-	C19H28O7	45.33917587252568	41.37390800210261	3.9652678704230726	16	0.9441563153626158	2.503147918114343	2.585894223491046	0.03599386105440273		367.17624	783.98	407_LimoneneNegative_410
293	C12H16O6	[M - H2O - H]-	C12H14O5	45.24995311256515	44.47221880819284	0.7777343043723122	8	0.9063361509193228	2.8252376573111495	3.0247118278365477	-75979.37316156267		237.07463	542.94	339_LimoneneNegative_342
294	C19H32O7	[M - H]-	C19H32O7	45.10736019060708	41.18482797434775	3.9225322162593375	16	0.8889317941630763	1.5993595731877976	1.891955582106611	0.14301456496966955		371.20758	831.44	417_LimoneneNegative_420
295	C6H8O4	[M - H]-	C6H8O4	45.0495241325999	40.14753180833702	4.901992324262881	5	0.9370957001522071	1.8965338982202655	1.9765481648061773	2.081417189723162		143.03528	85.33	58_LimoneneNegative_59
296	C13H16O6	[M - H]-	C13H16O6	45.03909350317113	42.18641570371411	2.8526777994570183	9	0.9458722801398235	0.23192581521626737	2.77455022221018	-9.030008834030264		267.08500	290.48	254_LimoneneNegative_257
297	C20H34O7	[M - H2O - H]-	C20H32O6	44.962787360664606	41.01352091495139	3.9492664457132114	8	0.7482275856078866	2.0646213088939676	2.0646213088939676	-49046.58642862505		367.21265	968.73	444_LimoneneNegative_447
298	C8H14O4	[M - H2O - H]-	C8H12O3	44.908255507023334	41.929903170236244	2.9783523367870863	8	0.9588746001697239	-1.3992799180243678	4.2582959081841985	-116140.5317698263		155.07181	281.88	248_LimoneneNegative_251
299	C7H10O2	[M - H]-	C7H10O2	44.859202944287276	41.92490276367362	2.934300180613657	9	1.0	1.0514326069582611	2.4848699042805618	2.8537404461671056		125.06116	114.81	97_LimoneneNegative_98
300	C10H14O5	[M - H2O - H]-	C10H12O4	44.653897585791746	41.36301349226645	3.2908840935252988	8	0.7165019368645538	2.783921047266382	2.7921420173517717	-92328.93170366787		195.06656	259.9	239_LimoneneNegative_242
301	C10H20O7	[M - H]-	C10H20O7	44.602581937081915	41.12843312488377	3.4741488121981456	5	0.88699405658992	0.984765634074111	1.8566623527713015	0.09347198195307978		251.11365	60.14	25_LimoneneNegative_25
302	C18H26O8	[M - H]-	C18H26O8	44.073655863239225	40.155306576932965	3.9183492863062566	15	0.9824006668094089	1.5768509455868107	2.983447917774394	0.10472575226297812		369.15553	542.94	340_LimoneneNegative_343
303	C6H10O4	[M - H2O - H]-	C6H8O3	43.68688008128367	40.98380900605654	2.7030710752271316	10	0.9432906223598986	-1.8955298725911054	2.6474734018893558	-141767.3958615813		127.04044	62.24	27_LimoneneNegative_27
304	C7H10O3	[M - H]-	C7H10O3	43.39268196709679	40.6007474370284	2.7919345300683873	9	0.9656727142087299	1.4387069276962026	2.89764764724229	-127680.18996619419		141.05620	208.71	181_LimoneneNegative_184
305	C17H28O7	[M - H2O - H]-	C17H26O6	43.336864981065595	40.07317781051794	3.263687170547653	8	0.9090896845281393	0.5809345905349993	3.114871032747793	-55388.3437995604		325.16583	631.04	368_LimoneneNegative_371
306	C5H8O4	[M - H]-	C5H8O4	43.063347402182195	40.411528500052285	2.65181890212991	5	0.9365592713668863	-0.9425451496549174	2.7375522342248417	2.7299207261147163		131.03534	119.07	102_LimoneneNegative_103
307	C7H10O3	[M - H]-	C7H10O3	42.99341100725571	40.1338619551696	2.8595490520861073	9	0.9419172249052292	0.8453101240300273	2.3367842768846767	2.780964897945257		141.05611	87.42	64_LimoneneNegative_65
308	C8H14O3	[M - H2O - H]-	C8H12O2	42.829321564285664	39.79823194299577	3.0310896212898975	9	0.9999999999999998	1.5000452624020633	1.5000452624020633	-129498.11881612083		139.07683	154.99	137_LimoneneNegative_138
308	C8H14O3	[M - H2O - H]-	C8H12O2	42.60900199771082	39.58154611957128	3.027455878139543	10	0.9719668886229027	2.8101593283976434	2.8101593283976434	-129497.9563882086		139.07685	171.96	159_LimoneneNegative_161
308	C8H12O2	[M - H]-	C8H12O2	42.542990863746944	39.50268675367588	3.0403041100710637	8	1.0000000000000002	2.7670178304301993	2.7670178304301993	-129497.9563882086		139.07685	119.07	103_LimoneneNegative_104
309	C10H17ClO5	[M - H]-	C10H17ClO5	42.33902784545439	42.01635600180411	0.32267184365027957	8	0.9337594550360508	2.049530299234213	2.049530299234213	0.4983806882433633		251.06930	253.48	231_LimoneneNegative_234
310	C12H14O7	[M - H]-	C12H14O7	42.11680734127227	42.11680734127227	0.0	9	0.9163494012895304	1.9490226367623744	2.3626600004454357	-8.720352896516864		269.06433	165.63	153_LimoneneNegative_154
311	C7H10O4	[M - H2O - H]-	C7H8O3	42.07203119641757	39.19759959443069	2.874431601986875	8	0.934288921509369	0.8898032944450329	2.386146147693215	-129531.71873334635		139.04048	225.56	208_LimoneneNegative_211
312	C11H20O7	[M - H]-	C11H20O7	42.07062452831772	38.85601895750133	3.2146055708163974	9	0.8681290406454741	1.5419525634227336	2.174022094400838	-0.10082302635240815		263.11360	104.21	89_LimoneneNegative_90
